"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"5620295";"29";"290650";"UBS DOM AVELAR";"RUA PADRE CICERO";"DOM AVELAR";"-12.663078";"-38,530173"
"5910633";"31";"314760";"ESF TRONQUEIRAS 007";"RUA BEIRA DA LINHA";"TRONQUEIRAS";"-22.385793527";"-44,966032505"
"5965993";"29";"290650";"UBS MARTINS BOMFIM";"RUA JOSE XAVIER";"MALEMBA";"-12.67756";"-38,540944"
"6240763";"35";"350860";"UBS VILA CACARRO";"PRACA PLACIDO GUEDES MAGALHAES";"VILA CACARRO";"-22.6582150543";"-45,0062656403"
"6933297";"43";"432145";"UNIDADE BASICA ESF 3 AURORA";"RUA LEOPOLDO SCHNEIDER";"CANABARRO";"-29.4980521436";"-51,8148064613"
"0864277";"42";"420417";"EMULTI ESTRATEGICA UBS II";"FRANCISCO PUCCI PRIMO";"CENTRO";"-27.7970970069";"-50,8741021156"
"9697500";"32";"320450";"UNIDADE BASICA DE SAUDE DR HELIOMAR CARPANINI GOBBO";"AVENIDA PREFEITO HELIO ROCHA";"CENTRO";"-20.0999353";"-40,5252994"
"0146072";"41";"412220";"UNIDADE DE SAUDE ALBARANA SANTA TEREZINHA";"RUA ALCEU SCHIMIDT";"JARDIM ALBARANA";"-25.18523";"-49,3001"
"0485705";"29";"292180";"USF DEVANIL FERREIRA PORTO";"FAZENDA CANUDOS";"ZONA RURAL";"-15.0290225991";"-42,312297821"
"0692255";"11";"110012";"CENTRO DE ATENDIMENTO SOCIO EDUCATIVO JI PARANA";"AVENIDA TRANSCONTINENTAL";"SANTIAGO";"-10.88688";"-61,93367"
"2039419";"35";"352510";"USF II NELSON PEREIRA LIMA";"AVENIDA PEQUENA DO NASCIMENTO";"COMPLEXO HAB ELZA PR";"-21.0208098";"-47,7692475"
"2058227";"35";"355090";"POSTO DE SAUDE JOSE ALCIDES DE BRITO BQ";"AVENIDA JOSE NAYME";"BENTO QUIRINO";"-21.4539672";"-47,5841148"
"2094177";"35";"352510";"USF V JOAO AUGUSTO DOS REIS";"RUA AMADOR BUENO";"VILA PAULISTA";"-21.0207827";"-47,7692374"
"2125978";"31";"310670";"UBS CITROLANDIA ANALIA MARQUES DE OLIVEIRA";"AVENIDA DOUTOR JOSE MARIANO";"CITROLANDIA";"-20.0318273";"-44,2280535"
"2125986";"31";"310670";"UBS PETROPOLIS ROSA CAPUCHE";"RUA CALDAS DA RAINHA";"SAO JOAO";"-19.9690586";"-44,1721636"
"2125994";"31";"310670";"UBS CACHOEIRA WILSON OLIVEIRA ANTUNES";"RUA SAO SALVADOR";"CACHOEIRA";"-19.9580012";"-44,2227776"
"2126060";"31";"310670";"UBS ALTEROSAS ANTONIO JOSE SALOMAO";"AVENIDA DAS ACACIAS";"JARDIM DAS ALTEROSAS";"-19.9411144";"-44,1622274"
"2126087";"31";"310670";"UBS DOM BOSCO SEBASTIAO DA SILVA VIANA";"RUA PEDRA AZUL";"JARDIM DAS ALTEROSAS";"-19.9363767";"-44,1359862"
"2126095";"31";"310670";"UBS PETROVALE EDUARDO ANTONIO ROCHA";"RUA PERU";"PETROVALE";"-19.9411902";"-44,1932454"
"2126109";"31";"310670";"UBS PTB SANTA CRUZ";"RUA JAPURA";"PTB";"-19.960799";"-44,137301"
"2126117";"31";"310670";"UBS VILA BEMGE CRISTOVINA C G DE SOUZA";"RUA JATOBA";"SANTO ANTONIO";"-19.9273441";"-44,177078"
"2126141";"31";"310670";"UBS IMBIRUCU ANTONIO SABINO DE SOUZA";"AVENIDA LUZIA DE JESUS BARBOSA";"SAO CAETANO";"-19.9400035";"-44,1146203"
"2126176";"31";"310670";"UBS LARANJEIRAS ANTONIO CAETANO";"RUA PANAMA";"LARANJEIRAS";"-19.9453474";"-44,1280289"
"2126427";"31";"310670";"UBS ALVORADA JOAO GREGORIO FERREIRA";"RUA DONA SILVINA";"ALVORADA";"-19.9395431";"-44,0969368"
"2126435";"31";"310670";"UBS VIANOPOLIS OSVALDO CRUZ";"RODOVIA MG 050";"VIANOPOLIS";"-19.9426653";"-44,2327861"
"2139677";"31";"317000";"UNIDADE MISTA DE SAUDE DE UBAI";"RUA MONTES CLAROS";"CENTRO";"-16.2863859";"-44,7848622"
"2140292";"31";"317000";"UNIDADE BASICA DE SAUDE BOA VISTA";"POVOADO BOA VISTA";"ZONA RURAL";"-16.2047308";"-44,6799951"
"2235129";"43";"430260";"CENTRO MUNICIPAL DE SAUDE";"MARECHAL FLORIANO PEIXOTO";"CENTRO";"-27.6190401004";"-53,7437080323"
"2342804";"25";"250770";"UBS JOSE ALVES DE BRITO";"DISTRITO DE IPUEIRAS";"ZONA RURAL";"-6.6616877173";"-37,5564086437"
"2449145";"32";"320316";"UBS DE SAO LUIZ DE MIRANDA";"RUA LATERAL";"DISTRITO DE SAO LUIZ";"-19.970996789";"-41,0598376393"
"2483165";"29";"291940";"UNIDADE DE SAUDE DA FAMILIA ROQUE CORREIA DE SOUZA";"RUA PADRE ANTONIO ROCHA";"CENTRO";"-14.5872590658";"-42,4385493994"
"2560186";"17";"171110";"UNIDADE DE SAUDE DA FAMILIA DE ITAPORA";"AVENIDA 05 DE ABRIL ESQUINA COM A RUA PEDRA BONITA";"SETOR NOVO HORIZONTE";"-8.3416";"-48,412"
"2614367";"15";"150553";"UNIDADE BASICA DE SAUDE VILA SANCAO";"VILA SANSAO";"ZONA RURAL";"-5.9172639287";"-50,3539557725"
"2703971";"26";"260230";"UBS ARLINDO CAVALCANTE";"RUA AFREDO RAMOS";"VELOSO";"-8.47417";"-35,725159"
"2792621";"35";"352630";"PSF RURAL JOSE LUIZ BARRETO ZE PEDRO DAS DOSES";"RUA ANTONIO JOSE RIBEIRO";"CENTRO";"-23.091";"-45,19"
"0263729";"35";"354000";"UBS ANGELINA PAULON OLIVA";"CLEMENTINO JOSE DE PAULA";"CENTRO";"-22.1097253";"-50,1715924"
"4535928";"28";"280050";"PRESAB";"BR 235 KM 36";"CENTRO";"-10.76493";"-37,32129"
"5142326";"29";"291940";"UNIDADE DE SAUDE DA FAMILIA DR DORIVALDO DANTAS";"PRACA SAO JOSE";"GERAIS";"-14.6797313122";"-42,5099444389"
"5385288";"21";"210120";"UBS MARIA HELENA CARVALHO DE SOUZA VO HELENA";"POVOADO SAO JOSE DAS VERDADES";"ZONA RURAL";"-4.2315246";"-44,781555"
"5505844";"31";"310670";"UBS UNIVERSAL JOAO NARCIZIO DE BARROS";"RUA SANTA CATARINA";"VILA UNIVERSAL";"-19.9332397322";"-44,1050484171"
"5536006";"41";"411560";"AGRO CAFEEIRA II";"RUA COSTA E SILVA";"AGRO CAFEEIRA";"-25.1926316152";"-53,9440351725"
"5566746";"31";"313440";"UBS ELOI PINTO FIUZA";"RUA CANAPOLIS";"LIELEN";"-19.7235647645";"-50,1926493645"
"5619149";"31";"310440";"UNIDADE DE SAUDE JOSE ESTEVES FURTADO";"PRACA HERVEN RODRIGUES DE OLIVEIRA";"CENTRO";"-21.6066047165";"-42,8368520737"
"5888786";"35";"350290";"UBS APARECIDA";"ANTONIO ANTERO DE OLIVEIRA";"CENTRO";"-23.5052572";"-47,6204524"
"0869600";"43";"432143";"EAP NOVO CURUMIM";"RUA 14";"NOVO CURUMIM";"-29.60935";"-50,10949"
"6453708";"23";"231060";"CENTRAL DE REGULACAO DE SERVICO DE SAUDE";"AVENIDA PADRE CICERO";"CENTRO";"-7.8291669268";"-39,0738959767"
"6685706";"29";"292925";"UNIDADE SATELITE DE VARIANTE";"POVOADO DE SATELITE";"ZONA RURAL";"-11.154521";"-41,819163"
"6773761";"31";"317000";"ESF ADELIA BATISTA";"POVOADO DE VELOSLANDIA";"ZONA RURAL";"-16.289458";"-44,778213"
"0398306";"35";"354520";"CLINICA SALTO SAUDE MOUTONNEE";"ROD ROCHA MOTONNEE";"GUARAU";"-23.211146728";"-47,3037816052"
"6840868";"42";"420130";"UNIDADE BASICA DE SAUDE JOAO JOSE HOFFMANN";"RUA CAVALO MARINHO";"BARRA DO ITAPOCU";"-26.5724774";"-48,6730954"
"6993842";"23";"231060";"EMULTI PENAFORTE";"AVENIDA ANA TERESA DE JESUS";"PADRE CICERO";"-7.8268636701";"-39,08190174"
"7782438";"51";"510795";"USF BARCELONA TANGARA DA SERRA";"RUA K ESQ COM A ALAMEDA DAS ACACIAS";"JD MORADA DO SOL";"-14.6126751675";"-57,5182771683"
"7782799";"51";"510795";"USF ALTOS DO TARUMA TEKA BEZERRA TANGARA DA SERRA";"RUA LUIZ FERNANDES DE MOURA";"JARDIM TARUMA";"-14.5994898931";"-57,4983429909"
"7924097";"31";"310670";"UBS DUQUE DE CAXIAS ELIAS VIEIRA DE SA";"RUA DE LISBOA";"DUQUE DE CAXIAS";"-19.938552";"-44,1534803"
"7999186";"35";"352510";"UBS DR FRANCISCO XAVIER TODA FILHO JARDINOPOLIS SP";"RUA TURIBIO CARLOS DA SILVA";"CESAR CAPATO";"-21.0208194";"-47,7692592"
"7999216";"35";"352510";"VIGILANCIA EPIDEMIOLOGICA JARDINOPOLIS SP";"AVENIDA PREFEITO NEWTON REIS";"CENTRO";"-21.0208234";"-47,7691353"
"9129855";"35";"355030";"UBS SHANGRILA ELLUS";"RUA RODRIGUES";"JARDIM SHANGRILA";"-23.7660567964";"-46,6677009804"
"9814809";"31";"310670";"UBS VILA RECREIO GENI ROSA DOS SANTOS";"RUA IMPERATRIZ";"VILA RECREIO";"-19.9712694";"-44,1908928"
"2699265";"51";"510779";"UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO DO LESTE";"AVENIDA FORTALEZA";"NOVO CAMPO";"-14.809168";"-53,6112008"
"0029041";"26";"261160";"US 281 USF MAIS VILA DOS MILAGRES";"RUA DAS FLORES";"IBURA";"-8.1131637";"-34,9461135"
"0042595";"35";"351910";"USF IV IACANGA";"ANTONIO NETO";"JARDIM BRASIL";"-21.8904416414";"-49,0150308609"
"0277762";"42";"420820";"UNIDADE BASICA DE SAUDE SAO ROQUE";"RUA DOMINGOS RAMPELOTTI";"SAO ROQUE";"-26.907632";"-48,747303"
"2698676";"35";"350900";"UBS JD EUCALIPTOS JOSE VICENTE DA SILVA";"AV ARMANDO SESTINI";"JD DOS EUCALIPTOS";"-23.3411224";"-46,7494067"
"3092747";"35";"353490";"PSF DO BAIRRO GUARANIUVA E NOVA PACAEMBU";"AVENIDA PEDRO BASSAN";"GUARANIUVA";"-21.563584";"-51,279293"
"3380300";"26";"261160";"US 317 USF MAIS ALTO DA BELA VISTA";"RUA DERMEVAL LOBAO";"IBURA";"-8.1236456";"-34,9413994274"
"4088999";"42";"420845";"UNIDADE BASICA DE SAUDE DA FAMILIA DIAMANTINA";"RUA 410";"DIAMANTINA";"-26.0369333";"-48,6166076"
"6888747";"31";"314290";"UNIDADE BASICA DE SAUDE DE DOURADOS";"DOURADOS";"ZONA RURAL";"-15.0313362696";"-42,8980519871"
"6993850";"35";"353050";"UBS CIRENE FRANCISCA DE SISTO";"AV SAO PAULO";"VILA LAMBARI";"-21.473357";"-47,015647"
"7191154";"29";"291250";"POSTO SATELITE CAMPO GRANDE";"POVOADO DE CAMPO GRANDE";"ZONA RURAL";"-12.584638";"-42,242324"
"7191170";"29";"291250";"POSTO SATELITE LAGOA DE DENTRO";"POVOADO LAGOA DE DENTRO";"ZONA RURAL";"-12.575235";"-42,173144"
"7191189";"29";"291250";"POSTO SATELITE DO SAO FRANCISCO";"POVOADO ALTO DO SAO FRANCISCO";"ZONA RURAL";"-12.585015";"-42,130379"
"7191197";"29";"291250";"POSTO SATELITE DE JUREMA";"POVOADO DE JUREMA";"ZONA RURAL";"-12.430143";"-42,164175"
"0885436";"51";"510325";"CENTRO DE SAUDE RURAL 2";"AVENIDA DO CONTORNO";"CENTRO";"-9.4588983";"-59,217052"
"8009287";"31";"313920";"ESF ERMINDA BATISTA DA SILVA";"RUA ALLAN KARDEC";"PROGRESSO";"-17.85481";"-42,07756"
"0043737";"35";"351100";"UNIDADE BASICA DE SAUDE GENERCINA VIEIRA S SAKAKIBARA";"LINHA JUPIA";"REASSENTAMENTO PROJE";"-20.7465626267";"-51,5957450867"
"0115681";"13";"130260";"USF CARMEN NICOLAU";"RUA SANTA TEREZA DAVILA";"LAGO AZUL";"-2.9743809228";"-60,0090193748"
"0179167";"42";"421290";"PRONTO ATENDIMENTO AMBULATORIAL PAM";"RUA JOAO PESSOA";"SAO JOSE OPERARIO";"-26.8448117623";"-52,9860305786"
"0267007";"35";"351100";"UNIDADE BASICA DE SAUDE LUCILA DOS SANTOS TEODORO";"RUA MARCELINA DA SILVA GOMES";"LARANJEIRAS";"-20.8782001967";"-51,4907097816"
"2013967";"13";"130260";"USF N 14";"RUA CANANEIA";"CIDADE NOVA";"-3.034699385";"-59,97483827"
"2014033";"13";"130260";"USF N 19";"RUA SAO JUDAS";"COLONIA SANTO ANTONI";"-3.028324013";"-60,00233805"
"2014068";"13";"130260";"USF N 22";"RUA DOUTOR ULISSES GUIMARAES";"MONTE DAS OLIVEIRAS";"-3.020646087";"-59,99366631"
"2014076";"13";"130260";"USF N 23";"RUA PIO IX";"MONTE DAS OLIVEIRAS";"-3.019750796";"-59,99720156"
"2014084";"13";"130260";"USF N 24";"RUA SOFONIAS";"COLONIA TERRA NOVA";"-3.0203433";"-59,9919847"
"2014165";"13";"130260";"USF N 31";"AVENIDA CRISTA";"COLONIA TERRA NOVA";"-3.0199229";"-60,0075384"
"2014203";"13";"130260";"USF N 34";"RUA MARIA MOTA";"COLONIA SANTO ANTONI";"-3.036047094";"-60,01022729"
"2014246";"13";"130260";"USF N 40";"TRAVESSA ARAXA";"CIDADE NOVA";"-3.023413403";"-59,99621204"
"2017091";"13";"130260";"USF N 30";"RUA SINAGOGA";"COLONIA TERRA NOVA";"-3.010481197";"-60,00808612"
"2042495";"35";"350380";"ESPACO MAE E FILHO ARTUR NOGUEIRA";"AVENIDA 15 DE NOVEMBRO";"JARDIM PLANALTO";"-22.56225";"-47,16331"
"2051443";"35";"352910";"CS DE MARINOPOLIS";"RUA ESPIRITO SANTO";"CENTRO";"-20.4403541332";"-50,8241271973"
"2203944";"31";"310940";"PSF VILA MARIA";"VEREADOR SEBASTIAO DOS SANTOS OLIVEIRA";"VILA MARIA";"-17.3567484178";"-44,9653569033"
"2203979";"31";"310940";"PSF ANDERSON FONSECA BRAGA";"RUA DO BREJINHO";"SAO FRANCISCO";"-17.362682084";"-44,9706061168"
"2203987";"31";"310940";"PSF NOVO BURITIZEIRO";"RUA GOITACAZES";"BELO HORIZONTE";"-17.378763824";"-44,9728035782"
"2230399";"43";"430390";"CENTRO DE SAUDE MATERNO INFANTIL CAMPO BOM";"RUA SAO PAULO";"CENTRO";"-29.67752";"-51,0557431"
"2230437";"43";"430390";"CENTRO DE SAUDE OPERARIA CAMPO BOM";"RUA BOM JESUS";"OPERARIA";"-29.6934077";"-51,0749278"
"2230445";"43";"430390";"CENTRO DE SAUDE PAULISTA CAMPO BOM";"RUA ADOLFO BANKENHEIM";"PAULISTA";"-29.6686082786";"-51,0563313961"
"2230453";"43";"430390";"CENTRO DE SAUDE IMIGRANTE CAMPO BOM";"AVENIDA PARANA";"IMIGRANTE";"-29.6715782";"-51,0865485"
"2230461";"43";"430390";"CENTRO DE SAUDE QUATRO COLONIAS CAMPO BOM";"RUA REINALDO REICHERT";"QUATRO COLONIAS";"-29.6631614";"-51,0256898"
"2231557";"43";"430390";"UNIDADE PROG SAUDE DA FAM PORTO BLOS CAMPO BOM";"DOS MUNICIPIOS";"PORTO BLOS";"-29.6921704";"-51,059563"
"2246309";"43";"431410";"UBS BOM RECREIO PMPF";"INTERIOR";"BOM RECREIO";"-28.2987506535";"-52,4671411514"
"2576880";"41";"412640";"USF JOSE FREDERICO";"AVENIDA XV DE NOVEMBRO";"DIST PARANAGI";"-22.8511589421";"-50,8747458458"
"2717867";"21";"210720";"UBS MARIA DOS ANJOS";"ASSENTAMENTO PALMARES";"ZONA RURAL";"-3.3493500101";"-43,8200855255"
"2717883";"21";"210720";"UNIDADE BASICA DE SAUDE DE SAO DOMINGOS II PSF";"POVOADO SAO DOMINGOS II";"ZONA RURAL";"-3.3845655306";"-43,7503051758"
"2762633";"31";"315830";"CENTRO DE SAUDE EVALDO CAMPOS MOURA";"RUA JOSE AVILA";"CENTRO";"-21.24905";"-45,50574"
"3432645";"31";"310940";"CENTRO DE SAUDEUNIDADE BASICA PSF CENTRAL";"RUA JONAS CARNEIRO";"CENTRO";"-17.3580947421";"-44,9594109475"
"3904253";"21";"210720";"UNIDADE BASICA DE SAUDE ILHA PSF";"POVOADO ILHA";"POVOADO";"-3.4592764429";"-43,7396621704"
"5918804";"32";"320490";"USF URUSSUQUARA";"ESTRADA DE BARRA NOVA URUSSUQUARA";"URISSUQUARA";"-19.098933";"-39,72334"
"5954819";"31";"310940";"PSF JARDIM BURITIS";"RUA DEZOITO";"JARDIM DOS BURITIS";"-17.3694400229";"-44,9643903282"
"6768105";"21";"210720";"UNIDADE BASICA DE SAUDE DR JOSE MARTINS";"RUA MANOEL VICENTE";"CENTRO";"-3.4647810007";"-43,9052724838"
"7286627";"43";"430390";"UNIDADE BASICA DE SAUDE MONACO";"ESTRADA MONACO";"MONACO";"-29.6836160876";"-51,0323739052"
"7400357";"13";"130260";"USF N 51";"RUA LIRIO DAS INDIAS";"NOVO ALEIXO";"-3.060210834";"-59,96756001"
"7622694";"13";"130260";"USF N 58";"RUA CAPIBARIBE";"NOVO ALEIXO";"-3.051248919";"-59,97373141"
"0004413";"29";"292740";"UBS DE MATA ESCURA";"RUA JARDIM PAMPULHA";"MATA ESCURA";"-12.9384535";"-38,4609207"
"0017302";"41";"410690";"UMS OSWALDO CRUZ";"RUA PEDRO GUSSO";"CIDADE INDUSTRIAL";"-25.5115557";"-49,3284098"
"0026301";"26";"261160";"US 261 USF MAIS EDNALDO P VASCONCELOS ALTO DO EUCALIPTO";"RUA CAMBORIU";"VASCO DA GAMA";"-8.0075737";"-34,9169705"
"0028487";"29";"292740";"UBS SANTO INACIO";"RUA DIRETA DO SANTO INACIO ALAMEDA 56";"SANTO INACIO";"-12.9316118244";"-38,4630328417"
"0175137";"31";"313520";"CEDRI CENTRO ESPECIALIZADO EM DOENCAS RESPIRATORIAS E INFECT";"AVENIDA MARECHAL TEODORO DA FONSECA";"CENTRO";"-15.4902064005";"-44,3637531996"
"0175331";"29";"292740";"USF ANTONIO RIBEIRO NEIVA ARRAIAL DO RETIRO";"RUA ABAIRA";"ARRAIAL DO RETIRO";"-12.9451849";"-38,4643009"
"2011042";"27";"270070";"POSTO DE SAUDE DO FUNIL";"RUA JOSE TRINDADE";"SANTA LUZIA";"-9.6696305357";"-37,1193695068"
"2011069";"27";"270070";"POSTO DE SAUDE DE CIMA";"POVOADO SAUDE DE CIMA";"AREA RURAL";"-9.697381883";"-37,1294975281"
"2011077";"27";"270070";"POSTO DE SAUDE CAJA DOS NEGROS";"POVOADO CAJA DOS NEGROS";"AREA RURAL";"-9.7121027023";"-37,0582580566"
"2011786";"13";"130260";"USF AJURICABA";"AVENIDA LESTE";"ALVORADA";"-3.0620825724";"-60,0392663338"
"2011956";"13";"130260";"USF REDENCAO";"RUA OLINDA";"REDENCAO";"-3.0541782963";"-60,04624682"
"2280736";"33";"330455";"SMS CMS RENATO ROCCO AP 32";"RUA AIRES DE CASAL";"JACAREZINHO";"-22.8922";"-43,262982"
"2393492";"51";"510340";"USF SANTA ISABEL";"AVENIDA AGRICOLA PAES DE BARROS";"SANTA ISABEL";"-15.6039301981";"-56,1328637712"
"2459574";"21";"211270";"CENTRO DE SAUDE SANTA MARIA BERTILLA";"AV SAO RAIMUNDO";"CENTRO";"-3.5441115903";"-43,9161729813"
"2486725";"17";"172210";"UNIDADE BASICA DE SAUDE VITOR COSTA BARBOSA";"RUA ANTONIO MONTEIRO";"CENTRO";"-6.4109646341";"-48,5342288017"
"2494191";"11";"110002";"UNIDADE BASICA DE SAUDE DO SETOR 09";"RUA PARANAVAI";"SETOR 9";"-9.9343163084";"-63,0276203156"
"2494205";"11";"110002";"UNIDADE BASICA DE SAUDE DO MARECHAL RONDON";"RUA ALBINE HENRIQUE";"MARECHAL RONDON";"-9.9315781";"-63,0571766"
"2494256";"11";"110002";"UNIDADE BASICA DE SAUDE DO SETOR 05";"AV JARU";"SETOR 05";"-9.9039953994";"-63,0414900184"
"2494264";"11";"110002";"UNIDADE BASICA DE SAUDE DO SETOR 02";"RUA CANARIO";"SETOR 02";"-9.920084";"-63,024042"
"2494272";"11";"110002";"UNIDADE BASICA DE SAUDE DO SETOR 06";"AVENIDA JARU";"SETOR 06";"-9.903350693";"-63,0232000351"
"2604205";"51";"510140";"UNIDADE BASICA SAUDE LUCIA HELENA DO NASCIMENTO";"RUA 10 DE JANEIRO";"ZONA RURAL";"-10.1617333113";"-59,4538450241"
"2607360";"25";"251240";"UNIDADE DE SAUDE DA FAMILIA MATERNO INFANTIL";"RUA ODILON FERREIRA DE MELO";"CENTRO";"-7.1462687";"-35,9656052"
"2645777";"21";"211130";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"RUA LUCY SARNEY RUA UNIAO";"SANTA CLARA";"-2.5961219508";"-44,1986014701"
"2654687";"51";"510269";"UNIDADE DE SAUDE DA FAMILIA I DE CANABRAVA DO NORTE";"AVENIDA ULISSES GUIMARAES";"CENTRO";"-11.0487856274";"-51,8256425858"
"2654822";"51";"510269";"UNIDADE SAUDE DA FAMILIA II RURAL";"AVENIDA AUREA TAVARES DE AMORIM";"CENTRO";"-11.0540084461";"-51,8335711956"
"3070816";"22";"220415";"UBS JOAQUIM ANTAO DE CARVALHO NECO";"AV JOAQUIM ANTAO DE ALENCAR";"CENTRO";"-7.3264796417";"-40,7900047302"
"4056256";"41";"412540";"UNIDADE BASICA DE SAUDE VILA MADALENA";"RUA HELIO VACILOTO";"VILA MADALENA";"-23.916617675";"-49,6443200111"
"4153871";"51";"510140";"UNIDADE BASICA DE SAUDE MANOEL CORREIA DE OLIVEIRA";"AVENDIDA E ESQUINA COM RUA B";"VILA OPERARIO";"-10.1826319361";"-59,4479227066"
"0422746";"35";"355100";"ESF SA CATARINA SAO VICENTE";"RUA TRAVESSA DO PARQUE";"CATIAPOA";"-23.957364";"-46,393161"
"6171478";"25";"251100";"EMAP R PEDRA BRANCA";"PROJETADA";"CENTRO";"-7.4302621695";"-38,0690002441"
"0897957";"27";"270800";"USF POVOADO RIACHAO";"SITIO RIACHAO";"ZONA RURAL";"-9.3836510401";"-37,2410130501"
"7058187";"32";"320040";"UNIDADE ESF ESB AREA 10 MARIA LUCIA PEREIRA ARAUJO";"RUA PROJETADA";"CANTA GALO";"-20.8101";"-40,6293"
"7170149";"17";"172210";"UNIDADE BASICA DE SAUDE ANASTACIO VIEIRA DOS SANTOS";"POVOADO CHAPADA";"ZONA RURAL";"-6.4140352071";"-48,5292506218"
"7170157";"17";"172210";"UNIDADE BASICA DE SAUDE ESPEDITO ROQUE DE SANTANA";"POVOADO MANCHAO MEIO";"ZONA RURAL";"-6.4138432968";"-48,5283493996"
"7509553";"29";"292740";"USF RAIMUNDO AGRIPINO SUSSUARANA";"AV ULISSES GUIMARAES";"SUSSUARANA VELHA";"-12.933148959";"-38,4451425076"
"0900273";"21";"211223";"UNIDADE BASICA DE SAUDE PLACIDO FERREIRA ALVES";"POVOADO SITIO DO";"ZONA RURAL";"-4.5699439606";"-44,6101570129"
"9033033";"35";"350380";"COMUNIDADE TERAPEUTICA VIDA MELHOR";"ESTRADA VICINAL ARTUR NOGUEIRA MOGI MIRIM";"PONTE DE TABUA";"-22.573";"-47,173"
"0001252";"26";"261160";"US 218 USF MAIS COQUE DR BERILO PERNAMBUCANO";"RUA GUAPIRAMA";"ILHA JOANA BEZERRA";"-8.0714977";"-34,8998056886"
"2036479";"35";"352230";"PAS DR ADALBERTO ANDRADE LOPES JARDIM BELA VISTA";"RUA CLEONICE TAMBELLI FERNANDES GONZAGA";"BELA VISTA";"-23.6097475341";"-48,0779099464"
"2412535";"29";"291200";"UNIDADE DE SAUDE DA FAMILIA SEDE";"RUA BAHIA";"CENTRO";"-14.2717239957";"-42,2594261169"
"2630990";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA MUTUCA";"DISTRITO DE MUTUCA";"CENTRO";"-8.278069";"-36,573679"
"2631008";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA VILA ANAPOLIS";"RUA ALIMPIO JOSE DIDIER";"VILA ANAPOLIS";"-8.366709";"-36,694759"
"2631016";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA PAPAGAIO";"DISTRITO DE PAPAGAIO";"CENTRO";"-8.551259";"-36,648129"
"2631024";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA ANGICOS";"R PRESIDENTE MEDICE";"PEDRA REDONDA";"-8.354029";"-36,676149"
"2631032";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA CAIC";"RUA 05";"COHAB II";"-8.366419";"-36,712039"
"2631121";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA DE CACIMBAO";"POVOADO DE CACIMBAO";"ZONA RURAL";"-8.469119";"-36,594849"
"2631172";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA SALOBRO";"DISTRITO SALOBRO";"ZONA RURAL";"-8.610649";"-36,689079"
"2713241";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA SAO FRANCISCO";"RUA TENENTE RABELO";"PRADO";"-8.360529";"-36,689459"
"0484113";"17";"171320";"UBS DA FAMILIA MARIA EDITE DINIZ DA SILVA IRMA EDITE";"ASSENTAMENTO PA IRMA ADELAIDE";"ZONA RURAL";"-10.01418";"-48,54719"
"4204417";"26";"261090";"UNIDADE BASICA DE SAUDE LAGOA DO FELIX";"DISTRITO MUTUCA";"MUTUCA";"-8.353579";"-36,697909"
"6344399";"26";"261090";"UNIDADE DE SAUDE DA FAMILIA DO CENTENARIO";"RUA ANTONIO MAGALHAES";"CENTENARIO";"-8.364149";"-36,694909"
"8020469";"27";"270644";"USF CENTRAL II";"AVENIDA ANTONIO REINALDO";"CENTRO";"-9.4662486226";"-35,5490541458"
"0907200";"21";"210170";"CENTRO BARREIRINHENSE DE PROTECAO A SAUDE CEBAPS";"R ANTONIO DIAS";"CENTRO";"-2.749431526";"-42,8276467323"
"0023493";"31";"310620";"CENTRO DE SAUDE ITAMARATI";"AVENIDA PRESIDENTE TANCREDO NEVES";"PAQUETA";"-19.8709953642";"-43,9955777221"
"0907936";"26";"261000";"UBS HUMAITA";"ENGENHO HUMAITA";"ZONA RURAL";"-8.683";"-35,592"
"2013355";"13";"130353";"UBS RUMO CERTO";"RAMAL DO RUMO CERTO";"VILA DO RUMO CERTO";"-1.54681367";"-60,1733314991"
"2013398";"13";"130353";"UBS MARIA IMELDE DE SOUZA ARAUJO";"ESTRADA AM 240 KM 50";"COM SAO MIGUEL";"-2.0336099997";"-59,6023750305"
"2013401";"13";"130353";"UBS MARIA DAS GRACAS ALVES BRASILEIRO";"RODOVIA BR 174 KM 126";"COM JD FLORESTA";"-1.8805130776";"-60,0733494759"
"2013800";"13";"130260";"USF MAUAZINHO";"AVENIDA ARICA";"MAUAZINHO";"-3.124571997";"-59,94033487"
"2194643";"31";"312595";"PSF FERVEDOURO SEDE";"AVENIDA MARIA AMELIA DE SOUZA PEDROSA";"CENTRO";"-20.7329972128";"-42,2826433182"
"2438658";"52";"521760";"UNIDADE BASICA DE SAUDE ESF 13 QD 08 SETOR LESTE";"QD 08";"SETOR LESTE";"-15.42003";"-47,63558"
"2487632";"29";"293330";"CS DR JOAO MELO FILHO";"AMAZONAS";"IBIRAPUERA";"-14.8446";"-40,85906"
